epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,mw_winter_2016_seed_33_Transformer-MSE,0.9100522290576588,0.20079023142655691,0.20079023142655691,normalized_state_mse,0.9100522290576588,0.0,0.0,0.0,0.0,0.0,0.0,0.9100522290576588
2,mw_winter_2016_seed_33_Transformer-MSE,0.571554259820418,0.15994659066200256,0.15994659066200256,normalized_state_mse,0.571554259820418,0.0,0.0,0.0,0.0,0.0,0.0,0.571554259820418
3,mw_winter_2016_seed_33_Transformer-MSE,0.46193363856185565,0.163498821357886,0.163498821357886,normalized_state_mse,0.46193363856185565,0.0,0.0,0.0,0.0,0.0,0.0,0.46193363856185565
4,mw_winter_2016_seed_33_Transformer-MSE,0.4072948382659392,0.1723011868695418,0.1723011868695418,normalized_state_mse,0.4072948382659392,0.0,0.0,0.0,0.0,0.0,0.0,0.4072948382659392
5,mw_winter_2016_seed_33_Transformer-MSE,0.3808363662524657,0.16816272089878717,0.16816272089878717,normalized_state_mse,0.3808363662524657,0.0,0.0,0.0,0.0,0.0,0.0,0.3808363662524657
6,mw_winter_2016_seed_33_Transformer-MSE,0.3595338070934469,0.16571023936072984,0.16571023936072984,normalized_state_mse,0.3595338070934469,0.0,0.0,0.0,0.0,0.0,0.0,0.3595338070934469
7,mw_winter_2016_seed_33_Transformer-MSE,0.3438367410139604,0.15891228119532266,0.15891228119532266,normalized_state_mse,0.3438367410139604,0.0,0.0,0.0,0.0,0.0,0.0,0.3438367410139604
8,mw_winter_2016_seed_33_Transformer-MSE,0.33433496816591785,0.1571048100789388,0.1571048100789388,normalized_state_mse,0.33433496816591785,0.0,0.0,0.0,0.0,0.0,0.0,0.33433496816591785
9,mw_winter_2016_seed_33_Transformer-MSE,0.3229463303631002,0.15419279659787813,0.15419279659787813,normalized_state_mse,0.3229463303631002,0.0,0.0,0.0,0.0,0.0,0.0,0.3229463303631002
10,mw_winter_2016_seed_33_Transformer-MSE,0.3108710619536313,0.14952395856380463,0.14952395856380463,normalized_state_mse,0.3108710619536313,0.0,0.0,0.0,0.0,0.0,0.0,0.3108710619536313
11,mw_winter_2016_seed_33_Transformer-MSE,0.30415613001043146,0.15980011348923048,0.15980011348923048,normalized_state_mse,0.30415613001043146,0.0,0.0,0.0,0.0,0.0,0.0,0.30415613001043146
12,mw_winter_2016_seed_33_Transformer-MSE,0.29469382762908936,0.13934225837389627,0.13934225837389627,normalized_state_mse,0.29469382762908936,0.0,0.0,0.0,0.0,0.0,0.0,0.29469382762908936
