epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,seed_11_GRU-MSE,0.5359488476180669,0.14260180454169,0.14260180454169,normalized_state_mse,0.5359488476180669,0.0,0.0,0.0,0.0,0.0,0.0,0.5359488476180669
2,seed_11_GRU-MSE,0.3480863265241637,0.11317997771714415,0.11317997771714415,normalized_state_mse,0.3480863265241637,0.0,0.0,0.0,0.0,0.0,0.0,0.3480863265241637
3,seed_11_GRU-MSE,0.3115996013988148,0.08441343850323133,0.08441343850323133,normalized_state_mse,0.3115996013988148,0.0,0.0,0.0,0.0,0.0,0.0,0.3115996013988148
4,seed_11_GRU-MSE,0.2901165067698016,0.09477258713117667,0.09477258713117667,normalized_state_mse,0.2901165067698016,0.0,0.0,0.0,0.0,0.0,0.0,0.2901165067698016
5,seed_11_GRU-MSE,0.2529597050990119,0.06868298963776656,0.06868298963776656,normalized_state_mse,0.2529597050990119,0.0,0.0,0.0,0.0,0.0,0.0,0.2529597050990119
6,seed_11_GRU-MSE,0.23941086085908342,0.07773071341216564,0.07773071341216564,normalized_state_mse,0.23941086085908342,0.0,0.0,0.0,0.0,0.0,0.0,0.23941086085908342
7,seed_11_GRU-MSE,0.22834855176959978,0.08624973627073425,0.08624973627073425,normalized_state_mse,0.22834855176959978,0.0,0.0,0.0,0.0,0.0,0.0,0.22834855176959978
8,seed_11_GRU-MSE,0.21918624735465556,0.07027790455945901,0.07027790455945901,normalized_state_mse,0.21918624735465556,0.0,0.0,0.0,0.0,0.0,0.0,0.21918624735465556
9,seed_11_GRU-MSE,0.21081268194724212,0.08010367836271014,0.08010367836271014,normalized_state_mse,0.21081268194724212,0.0,0.0,0.0,0.0,0.0,0.0,0.21081268194724212
10,seed_11_GRU-MSE,0.20289848586826614,0.11235350822763783,0.11235350822763783,normalized_state_mse,0.20289848586826614,0.0,0.0,0.0,0.0,0.0,0.0,0.20289848586826614
11,seed_11_GRU-MSE,0.20056639702031107,0.07440452397401844,0.07440452397401844,normalized_state_mse,0.20056639702031107,0.0,0.0,0.0,0.0,0.0,0.0,0.20056639702031107
12,seed_11_GRU-MSE,0.19224451730648676,0.07806266564875841,0.07806266564875841,normalized_state_mse,0.19224451730648676,0.0,0.0,0.0,0.0,0.0,0.0,0.19224451730648676
13,seed_11_GRU-MSE,0.18280424256667946,0.07837119778352124,0.07837119778352124,normalized_state_mse,0.18280424256667946,0.0,0.0,0.0,0.0,0.0,0.0,0.18280424256667946
