substation_id,raw_rows_after_file_deduplication,valid_primary_temperature_pairs,primary_supply_below_return_count,primary_supply_below_return_percent,primary_ordered_rows,primary_ordered_percent,primary_supply_median_C,primary_return_median_C,interpretation
L12,31243,29227,596,2.039210319225374,28631,97.96078968077462,56.5,34.7,"Primary-temperature reversal frequency is reported for forensic review; the physically ordered subset is a target-conditioned sensitivity analysis, not a claim of instrument fault."
L17,45461,44167,545,1.2339529512984808,43622,98.76604704870152,59.9,29.7,"Primary-temperature reversal frequency is reported for forensic review; the physically ordered subset is a target-conditioned sensitivity analysis, not a claim of instrument fault."
L22,31243,30231,8612,28.487314346200918,21619,71.51268565379908,31.4,35.4,"Primary-temperature reversal frequency is reported for forensic review; the physically ordered subset is a target-conditioned sensitivity analysis, not a claim of instrument fault."
L4,45461,39783,525,1.3196591508935978,39258,98.6803408491064,60.4,33.0,"Primary-temperature reversal frequency is reported for forensic review; the physically ordered subset is a target-conditioned sensitivity analysis, not a claim of instrument fault."
L8,31243,30149,504,1.6716972370559555,29645,98.32830276294405,53.8,32.5,"Primary-temperature reversal frequency is reported for forensic review; the physically ordered subset is a target-conditioned sensitivity analysis, not a claim of instrument fault."
