experiment,held_out_variable,available_inputs,test_samples,scored_contiguous_samples,excluded_gap_restart_samples,RMSE_C,MAE_C,MaxAE_C,Bias_C,empirical_90pct_interval_width_C,empirical_coverage_percent,mean_update_time_ms,p95_update_time_ms,real_time_factor,failed_updates,state_type,safe_claim
Sonderborg chronological online replay,return_temp_C,"current supply temperature, heat load, ambient temperature, previous estimated return",2784,2750,34,0.4766977900080228,0.31916068679283743,3.5657522145035827,0.028507767222160873,2.264625195160279,97.0909090909091,0.10623085368076746,0.1786999637261024,1.1803428186751939e-07,0,real_measured_node,online chronological replay with current return temperature hidden during prediction; retained-gap restart samples excluded from scoring; not field-deployed real-time control
