epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,mw_late_winter_2018_seed_22_GRU-MSE,0.8252353884957053,2.6235233147939048,2.6235233147939048,normalized_state_mse,0.8252353884957053,0.0,0.0,0.0,0.0,0.0,0.0,0.8252353884957053
2,mw_late_winter_2018_seed_22_GRU-MSE,0.5499829433181069,2.3044427633285522,2.3044427633285522,normalized_state_mse,0.5499829433181069,0.0,0.0,0.0,0.0,0.0,0.0,0.5499829433181069
3,mw_late_winter_2018_seed_22_GRU-MSE,0.39932388880036096,2.099024534225464,2.099024534225464,normalized_state_mse,0.39932388880036096,0.0,0.0,0.0,0.0,0.0,0.0,0.39932388880036096
4,mw_late_winter_2018_seed_22_GRU-MSE,0.31826949390498077,1.974040190378825,1.974040190378825,normalized_state_mse,0.31826949390498077,0.0,0.0,0.0,0.0,0.0,0.0,0.31826949390498077
5,mw_late_winter_2018_seed_22_GRU-MSE,0.27889234775846655,1.8808441559473674,1.8808441559473674,normalized_state_mse,0.27889234775846655,0.0,0.0,0.0,0.0,0.0,0.0,0.27889234775846655
6,mw_late_winter_2018_seed_22_GRU-MSE,0.25544438714330847,1.7522867918014526,1.7522867918014526,normalized_state_mse,0.25544438714330847,0.0,0.0,0.0,0.0,0.0,0.0,0.25544438714330847
7,mw_late_winter_2018_seed_22_GRU-MSE,0.23824170231819153,1.6673089464505513,1.6673089464505513,normalized_state_mse,0.23824170231819153,0.0,0.0,0.0,0.0,0.0,0.0,0.23824170231819153
8,mw_late_winter_2018_seed_22_GRU-MSE,0.22459007528695193,1.5893261432647705,1.5893261432647705,normalized_state_mse,0.22459007528695193,0.0,0.0,0.0,0.0,0.0,0.0,0.22459007528695193
9,mw_late_winter_2018_seed_22_GRU-MSE,0.21017177944833582,1.4899444182713826,1.4899444182713826,normalized_state_mse,0.21017177944833582,0.0,0.0,0.0,0.0,0.0,0.0,0.21017177944833582
10,mw_late_winter_2018_seed_22_GRU-MSE,0.19921879741278561,1.3994872172673543,1.3994872172673543,normalized_state_mse,0.19921879741278561,0.0,0.0,0.0,0.0,0.0,0.0,0.19921879741278561
11,mw_late_winter_2018_seed_22_GRU-MSE,0.18934817205775867,1.3609102368354797,1.3609102368354797,normalized_state_mse,0.18934817205775867,0.0,0.0,0.0,0.0,0.0,0.0,0.18934817205775867
12,mw_late_winter_2018_seed_22_GRU-MSE,0.18208259682763706,1.2977834741274517,1.2977834741274517,normalized_state_mse,0.18208259682763706,0.0,0.0,0.0,0.0,0.0,0.0,0.18208259682763706
