timestamp,measured_supply_C,persistence_C,source_ridge_C,local_history_ridge_C
2018-04-08 18:00:00+00:00,84.81,81.59,81.6287432258731,82.01924810206413
2018-04-08 19:00:00+00:00,84.4,80.73,82.2808497727756,82.99039812932774
2018-04-08 20:00:00+00:00,83.43,80.74,82.34301505169074,83.20732199661258
2018-04-08 21:00:00+00:00,83.12,81.12,82.18118016092947,83.08600705993773
2018-04-08 22:00:00+00:00,83.7,82.38,82.51133829759218,84.07334699223348
2018-04-08 23:00:00+00:00,83.96,84.05,82.99122133589799,84.78371070422982
2018-04-09 00:00:00+00:00,83.71,84.81,83.13988082317081,84.9072015557314
2018-04-09 01:00:00+00:00,83.57,84.4,83.32559244636401,84.84855245629768
2018-04-09 02:00:00+00:00,83.43,83.43,83.5877043357899,84.6503151262889
2018-04-09 03:00:00+00:00,82.68,83.12,83.7719019246192,84.1855250768851
2018-04-09 04:00:00+00:00,82.33,83.7,84.22930763228963,84.43015842095379
2018-04-09 05:00:00+00:00,82.54,83.96,84.5784550951047,84.82132720179426
2018-04-09 06:00:00+00:00,82.82,83.71,84.27134928086447,84.3054100038501
2018-04-09 07:00:00+00:00,82.73,83.57,83.76163209000704,83.65360802897482
2018-04-09 08:00:00+00:00,81.88,83.43,83.44633381574478,83.48553908987166
2018-04-09 09:00:00+00:00,82.18,82.68,82.99941726088299,82.7097488862074
2018-04-09 10:00:00+00:00,82.34,82.33,83.34739245164221,82.81999402523707
2018-04-09 11:00:00+00:00,81.34,82.54,83.78308176368098,82.84664607453604
2018-04-09 12:00:00+00:00,80.15,82.82,83.89304361248654,82.56374121354598
2018-04-09 13:00:00+00:00,79.57,82.73,83.58181289655161,82.62934359575581
2018-04-09 14:00:00+00:00,78.61,81.88,83.23751266341402,82.2116780649674
2018-04-09 15:00:00+00:00,78.38,82.18,83.00761335859558,82.23273442249405
2018-04-09 16:00:00+00:00,80.69,82.34,82.76267607480406,82.32219677371619
2018-04-09 17:00:00+00:00,81.85,81.34,82.55165132860787,82.53905655513555
2018-04-09 18:00:00+00:00,82.58,80.15,82.33400430916659,82.32570233666374
2018-04-09 19:00:00+00:00,84.17,79.57,82.1179749505024,82.4418022222339
2018-04-09 20:00:00+00:00,84.1,78.61,81.13317149005152,81.46513196307279
2018-04-09 21:00:00+00:00,85.94,78.38,81.15243537759986,81.88253998016015
2018-04-09 22:00:00+00:00,90.09,80.69,82.51142378659802,83.23979182184269
2018-04-09 23:00:00+00:00,90.22,81.85,82.38115799530081,83.54350179727363
2018-04-10 00:00:00+00:00,92.34,82.58,82.6900457291836,84.10444026843432
2018-04-10 01:00:00+00:00,89.6,84.17,83.61296812788348,84.9911170168261
2018-04-10 02:00:00+00:00,83.44,84.1,83.51595124831988,84.71196765667457
2018-04-10 03:00:00+00:00,85.43,85.94,84.27942969484849,85.14693215802232
2018-04-10 04:00:00+00:00,85.38,90.09,86.31269372870335,87.47860697445833
2018-04-10 05:00:00+00:00,84.26,90.22,85.90020759794118,86.89381548415794
2018-04-10 06:00:00+00:00,86.21,92.34,87.18850675437291,88.7042040819704
2018-04-10 07:00:00+00:00,87.75,89.6,85.99312434399303,86.7974625193158
2018-04-10 08:00:00+00:00,88.92,83.44,84.07877879257757,84.42393757690893
2018-04-10 09:00:00+00:00,89.27,85.43,85.72756991209843,85.82617845669486
2018-04-10 10:00:00+00:00,90.88,85.38,86.0089702176308,85.72808467390192
2018-04-10 11:00:00+00:00,88.16,84.26,86.47797881325191,86.95809883558158
2018-04-10 12:00:00+00:00,85.21,86.21,88.49411996520203,89.4259472535147
2018-04-10 13:00:00+00:00,83.51,87.75,87.59786188782572,88.56680760099752
2018-04-10 14:00:00+00:00,84.03,88.92,86.09513327999532,88.22125679919787
2018-04-10 15:00:00+00:00,86.06,89.27,86.72445697032404,89.53847006379796
2018-04-10 16:00:00+00:00,87.39,90.88,87.52908158869009,90.81065556581298
2018-04-10 17:00:00+00:00,88.97,88.16,86.14858689834564,88.93052911483142
2018-04-10 18:00:00+00:00,92.63,85.21,86.51993939355359,89.49427093973345
2018-04-10 19:00:00+00:00,92.93,83.51,86.71051842072555,89.63897868021898
2018-04-10 20:00:00+00:00,95.47,84.03,87.09945992510326,90.03879225878028
2018-04-10 21:00:00+00:00,96.04,86.06,87.13387304164529,90.29618254994192
2018-04-10 22:00:00+00:00,96.13,87.39,87.5361984593641,91.1835816068797
2018-04-10 23:00:00+00:00,95.69,88.97,87.30988296446988,91.19417476770438
2018-04-11 00:00:00+00:00,95.37,92.63,88.3382454585313,92.46643289452444
2018-04-11 01:00:00+00:00,95.96,92.93,88.41173480897142,91.97319981496352
2018-04-11 02:00:00+00:00,98.4,95.47,90.52002826058205,94.07448626998291
2018-04-11 03:00:00+00:00,93.94,96.04,90.84702491696234,93.82987152461543
2018-04-11 04:00:00+00:00,92.03,96.13,91.35487390145312,94.61049411616293
2018-04-11 05:00:00+00:00,91.9,95.69,91.57956444268638,94.54918680343195
2018-04-11 06:00:00+00:00,92.11,95.37,92.1661340861947,95.17471365736363
2018-04-11 07:00:00+00:00,92.14,95.96,91.98889089515602,94.71705545922083
2018-04-11 08:00:00+00:00,93.23,98.4,92.78698444760352,95.92006960084368
2018-04-11 09:00:00+00:00,91.99,93.94,90.29443428878702,93.11127493599794
2018-04-11 10:00:00+00:00,92.08,92.03,90.65874481349717,93.26135942943364
2018-04-11 11:00:00+00:00,91.97,91.9,90.71554178301372,92.48419057258447
2018-04-11 12:00:00+00:00,89.89,92.11,90.60117370229358,91.65300542667421
2018-04-11 13:00:00+00:00,90.05,92.14,90.6005987250567,92.05938694255389
2018-04-11 14:00:00+00:00,91.29,93.23,91.14657872529415,93.05714593094694
2018-04-11 15:00:00+00:00,92.0,91.99,89.18034836424056,91.33710766907186
2018-04-11 16:00:00+00:00,91.8,92.08,89.07159023405991,91.27149256112706
2018-04-11 17:00:00+00:00,91.15,91.97,89.42179237796407,91.75397995755874
2018-04-11 18:00:00+00:00,91.15,89.89,88.88295551260666,91.3034248189686
2018-04-11 19:00:00+00:00,91.08,90.05,89.5316100665752,92.70749194737391
2018-04-11 20:00:00+00:00,90.75,91.29,89.62118085690754,92.70810743260567
2018-04-11 21:00:00+00:00,92.94,92.0,88.79391101742567,92.16914784922028
2018-04-11 22:00:00+00:00,95.73,91.8,88.43288584178782,92.41642372489183
2018-04-11 23:00:00+00:00,95.9,91.15,88.58649293159353,92.83758239927467
2018-04-12 00:00:00+00:00,96.73,91.15,88.77693681279513,92.57799795212986
2018-04-12 01:00:00+00:00,94.05,91.08,89.5680989087434,92.76835873119381
2018-04-12 02:00:00+00:00,92.94,90.75,90.29336984064165,93.08226768166617
2018-04-12 03:00:00+00:00,92.24,92.94,91.48160225730093,94.26983091478117
2018-04-12 04:00:00+00:00,90.95,95.73,91.74819078217891,94.47843102712037
2018-04-12 05:00:00+00:00,91.04,95.9,91.38691348365761,94.49153049056348
2018-04-12 06:00:00+00:00,91.1,96.73,91.61633945031733,94.6744091752776
2018-04-12 07:00:00+00:00,92.94,94.05,89.87540526753651,92.40042478889333
2018-04-12 08:00:00+00:00,92.67,92.94,89.50406396541894,91.79477062563369
2018-04-12 09:00:00+00:00,93.18,92.24,89.7817012998013,91.90266265185468
2018-04-12 10:00:00+00:00,91.91,90.95,90.0014901101862,91.53988216237316
2018-04-12 11:00:00+00:00,90.13,91.04,90.44193337011063,91.59084657767124
2018-04-12 12:00:00+00:00,88.63,91.1,90.76873830419122,91.61959207190968
2018-04-12 13:00:00+00:00,89.18,92.94,90.46541159143908,91.24913837750825
2018-04-12 14:00:00+00:00,89.37,92.67,89.67667993674712,91.15805275739318
2018-04-12 15:00:00+00:00,89.97,93.18,89.69964040976592,91.49674744477721
2018-04-12 16:00:00+00:00,90.37,91.91,88.78152489268402,91.17459928055591
2018-04-12 17:00:00+00:00,89.22,90.13,88.29157912409043,90.59470799554532
2018-04-12 18:00:00+00:00,89.45,88.63,88.10162544615672,91.0329497797366
2018-04-12 19:00:00+00:00,89.97,89.18,88.3859351252272,91.16369134434127
2018-04-12 20:00:00+00:00,89.68,89.37,87.93800794295234,91.27734204959313
2018-04-12 21:00:00+00:00,89.85,89.97,87.8530367469776,91.49750711247066
2018-04-12 22:00:00+00:00,91.61,90.37,87.46486519703143,91.63273053445972
2018-04-12 23:00:00+00:00,92.39,89.22,87.16082408277227,91.42876581641524
2018-04-13 00:00:00+00:00,92.02,89.45,87.85025486291788,91.45710469003978
2018-04-13 01:00:00+00:00,92.27,89.97,88.42025554691588,91.37855882334142
2018-04-13 02:00:00+00:00,92.44,89.68,88.66113227057244,91.37874482517674
2018-04-13 03:00:00+00:00,92.3,89.85,88.88265275367385,91.22197666980085
2018-04-13 04:00:00+00:00,89.25,91.61,89.25353129183456,91.64615516082874
2018-04-13 05:00:00+00:00,87.56,92.39,89.0395625472839,91.50760312640026
2018-04-13 06:00:00+00:00,87.23,92.02,89.21241796208714,91.3610937471969
2018-04-13 07:00:00+00:00,86.71,92.27,89.34033407728592,91.50243830421688
2018-04-13 08:00:00+00:00,88.59,92.44,89.1451220494831,91.50936117287334
2018-04-13 09:00:00+00:00,88.94,92.3,88.7971823763284,91.06044806986131
2018-04-13 10:00:00+00:00,89.69,89.25,88.19931120407466,90.28330368052684
2018-04-13 11:00:00+00:00,89.68,87.56,88.45961907748364,89.64898664203652
2018-04-13 12:00:00+00:00,89.15,87.23,88.69109742256397,89.5132681538945
2018-04-13 13:00:00+00:00,88.3,86.71,88.68622379671001,89.28690557586225
2018-04-13 14:00:00+00:00,87.73,88.59,89.69682595381643,91.0088962049276
2018-04-13 15:00:00+00:00,88.01,88.94,89.37928079376877,91.03139554590082
