ambient_case,period,n_scored,return_RMSE_C,return_MAE_C,return_signed_bias_C,dynamic_energy_residual_percent,mean_heat_loss_kW,mean_outlet_supply_C,mean_head_drop_m,thermal_delay_h,state_type
constant_5C,calibration_prefix,535,1.6130198528725457,1.10642766836097,-0.3354507087577209,1.513724771344868,422.9541790575095,80.5124562821972,85.26386196568568,4.01402870724863,measured source-return score plus calibrated-simulator internal quantities
constant_5C,locked_primary_suffix,231,1.0773135218481884,0.7612206184682874,-0.11640482971213234,1.4837090277964502,424.70755675101964,80.91118431306472,88.63474522431953,4.01402870724863,measured source-return score plus calibrated-simulator internal quantities
constant_5C,all_retained_timestamps,18546,1.9565682497851165,1.3352364804113372,-0.1956806129082519,2.1431376642492674,424.4246422145416,81.56647744449016,66.76749638210282,4.01402870724863,measured source-return score plus calibrated-simulator internal quantities
era5_land_reanalysis,calibration_prefix,535,1.6158081808717482,1.1090379836989892,-0.3406727185885622,1.5141619890686386,472.34141511331745,80.50389395661358,85.32674624787575,4.013128120337361,measured source-return score plus calibrated-simulator internal quantities
era5_land_reanalysis,locked_primary_suffix,231,1.0747261953692089,0.7581250221278955,-0.11358701643551615,1.4840048864221527,465.4970362471344,80.90419499246208,88.7134383653879,4.013128120337361,measured source-return score plus calibrated-simulator internal quantities
era5_land_reanalysis,all_retained_timestamps,18546,1.9568437560370193,1.3361095915858388,-0.19791883596163998,2.1421411257356704,451.51034029449454,81.56159893572762,66.80159156474367,4.013128120337361,measured source-return score plus calibrated-simulator internal quantities
