model,RMSE_Ts_full,RMSE_Tr_full,RMSE_H_full,RMSE_q_full,RMSE_Ts_measured_nodes,RMSE_Tr_measured_nodes,mean_update_time_ms,p95_update_time_ms,training_timestamp_count,held_out_unique_timestamp_count,train_test_timestamp_overlap_count,observer_type,state_type,safe_claim
Covariance-conditioned Gaussian observer,0.10243343089312745,0.16597884504634774,0.0005865882016002484,2.1637557352327206e-06,0.011956115351087683,0.009519866321632712,5.8867529299402355,14.595185010693966,544,102,0,static_training_only_covariance_gaussian_conditioning,simulator_assisted_hidden_state,training-only static covariance-conditioned Gaussian observer on unique held-out calibrated-simulator timestamps; not sequential filtering and not real hydraulic field validation
