step,measured_boundary_heat_load_kw,simulator_delivered_heat_kw,pignn_v3_delivered_heat_kw,pignn_v3_energy_residual_kw,state_type
651,65722.2109375,66508.73106794109,65164.05248003908,-6542.599606661331,calibrated_simulator
652,65823.25,66354.58421562261,65041.689005095184,-7912.796486566488,calibrated_simulator
653,67192.03125,66242.45907431343,64651.31676031081,2553.241549106294,calibrated_simulator
654,67825.71875,67800.62468355994,65729.18904182278,-3106.588274233074,calibrated_simulator
655,68035.5625,68450.66801127329,66102.44783305118,-4442.227418303022,calibrated_simulator
656,67857.5390625,68368.69748474818,65813.48801145793,-3297.9479912003662,calibrated_simulator
657,68844.421875,68569.93257387438,65906.30964367726,-3544.92924295113,calibrated_simulator
658,71047.0390625,70299.1501469773,67734.33824143678,-1868.8684866925528,calibrated_simulator
659,71950.109375,72295.89158806652,69217.41287222512,-5431.098094937075,calibrated_simulator
660,63123.60546875,63312.16704381768,61532.736649493236,11565.274510285846,calibrated_simulator
661,66008.4375,63579.57229827663,63041.050466060246,11803.255281151749,calibrated_simulator
662,65722.2109375,66508.73106794109,65582.41252157322,-7537.111401425457,calibrated_simulator
663,65823.25,66354.58421562261,65445.03523895236,-8329.345313673444,calibrated_simulator
664,67192.03125,66242.45907431343,65043.48559461737,2589.383931388598,calibrated_simulator
665,67825.71875,67800.62468355994,66103.23044124575,-3398.892505113916,calibrated_simulator
666,68035.5625,68450.66801127329,66445.4826016978,-4730.552587552051,calibrated_simulator
667,67857.5390625,68368.69748474818,66122.39275690993,-3532.5906552390315,calibrated_simulator
668,68844.421875,68569.93257387438,66188.46348669942,-3756.889953953057,calibrated_simulator
669,71047.0390625,70299.1501469773,68003.70847481737,-2045.3602121813587,calibrated_simulator
670,71950.109375,72295.89158806652,69474.9054672007,-5592.881454558062,calibrated_simulator
671,72787.5859375,73354.06118040612,70077.41228590283,-4442.974971339855,calibrated_simulator
672,66008.4375,63579.57229827663,62573.10879550022,-4939.293621129797,calibrated_simulator
673,65722.2109375,66508.73106794109,65339.385273316075,-8198.643460118496,calibrated_simulator
674,65823.25,66354.58421562261,65273.337806970296,-8275.49669207991,calibrated_simulator
675,67192.03125,66242.45907431343,64947.77296289461,3184.1585147257647,calibrated_simulator
676,67825.71875,67800.62468355994,66052.50621471788,-3416.3810410829083,calibrated_simulator
677,68035.5625,68450.66801127329,66409.05639456364,-4809.801759275721,calibrated_simulator
678,67857.5390625,68368.69748474818,66086.24174249358,-3597.532925837331,calibrated_simulator
679,68844.421875,68569.93257387438,66153.19261247729,-3823.8166732041027,calibrated_simulator
680,71047.0390625,70299.1501469773,67979.11196599933,-2123.364517181367,calibrated_simulator
681,71950.109375,72295.89158806652,69459.0930214957,-5632.983231258896,calibrated_simulator
682,72787.5859375,73354.06118040612,70061.234782157,-4486.529391652082,calibrated_simulator
683,72137.828125,74171.06116821621,70507.28538530502,1877.441320893001,calibrated_simulator
684,65722.2109375,66508.73106794109,64520.571583991805,-7520.144096552756,calibrated_simulator
685,65823.25,66354.58421562261,64970.79417447905,-8504.729085802644,calibrated_simulator
686,67192.03125,66242.45907431343,64993.00550580911,4905.096774878257,calibrated_simulator
687,67825.71875,67800.62468355994,66226.81908795897,-2872.3369024960907,calibrated_simulator
688,68035.5625,68450.66801127329,66624.38986004345,-4514.198781994214,calibrated_simulator
689,67857.5390625,68368.69748474818,66308.15429404462,-3339.9104861504306,calibrated_simulator
690,68844.421875,68569.93257387438,66374.52932424625,-3699.1015773221143,calibrated_simulator
691,71047.0390625,70299.1501469773,68213.16400912694,-2013.5904688931873,calibrated_simulator
692,71950.109375,72295.89158806652,69701.35723382728,-5572.638218866565,calibrated_simulator
693,72787.5859375,73354.06118040612,70302.47708538298,-4441.963087067465,calibrated_simulator
694,72137.828125,74171.06116821621,70754.90996833502,1961.021157420957,calibrated_simulator
695,72900.734375,73059.62703398186,69725.91381692364,-3718.948203464261,calibrated_simulator
696,65823.25,66354.58421562261,64592.96545382289,6030.0558532195455,calibrated_simulator
697,67192.03125,66242.45907431343,65339.50026525196,6345.9424676042345,calibrated_simulator
698,67825.71875,67800.62468355994,66735.00131133843,-3282.425053673766,calibrated_simulator
699,68035.5625,68450.66801127329,67134.28302127132,-4724.829178798417,calibrated_simulator
700,67857.5390625,68368.69748474818,66780.59493505723,-3407.715978877504,calibrated_simulator
701,68844.421875,68569.93257387438,66813.9431085691,-3859.645837281995,calibrated_simulator
702,71047.0390625,70299.1501469773,68642.70077585593,-2176.2660138650235,calibrated_simulator
703,71950.109375,72295.89158806652,70118.33603124454,-5742.1345784993555,calibrated_simulator
704,72787.5859375,73354.06118040612,70698.11729012933,-4611.661689193934,calibrated_simulator
705,72137.828125,74171.06116821621,71134.3219047024,1843.0223276148217,calibrated_simulator
706,72900.734375,73059.62703398186,70072.26837716298,-3848.1303538071807,calibrated_simulator
707,73137.171875,73314.46365019964,70017.79411872293,-6249.434900119124,calibrated_simulator
708,67192.03125,66242.45907431343,64990.0782251842,-3898.3769181162565,calibrated_simulator
709,67825.71875,67800.62468355994,66805.35802524709,-5484.505623759315,calibrated_simulator
710,68035.5625,68450.66801127329,67286.58978867461,-5236.769865715742,calibrated_simulator
711,67857.5390625,68368.69748474818,66938.59191912049,-3410.4858368240093,calibrated_simulator
712,68844.421875,68569.93257387438,66967.84473948022,-3932.237663134707,calibrated_simulator
713,71047.0390625,70299.1501469773,68809.53616628726,-2268.8998951494277,calibrated_simulator
714,71950.109375,72295.89158806652,70294.00167254341,-5842.822013747032,calibrated_simulator
715,72787.5859375,73354.06118040612,70867.33510756501,-4722.452654180679,calibrated_simulator
716,72137.828125,74171.06116821621,71291.9156819121,1701.0111982000517,calibrated_simulator
717,72900.734375,73059.62703398186,70214.23785382314,-3905.3873259497814,calibrated_simulator
718,73137.171875,73314.46365019964,70150.49767711892,-6301.9348718700085,calibrated_simulator
719,73746.3515625,73404.48424771063,70387.04637296799,-5781.943665076697,calibrated_simulator
720,67825.71875,67800.62468355994,66667.70095005096,-4629.0138720277555,calibrated_simulator
721,68035.5625,68450.66801127329,67473.1789702376,-5359.5186697780555,calibrated_simulator
722,67857.5390625,68368.69748474818,67221.86964788433,-3060.220406911861,calibrated_simulator
723,68844.421875,68569.93257387438,67287.71532581818,-3761.3979918939167,calibrated_simulator
724,71047.0390625,70299.1501469773,69166.40149140437,-2166.5292388310013,calibrated_simulator
725,71950.109375,72295.89158806652,70668.87789036166,-5760.965941656602,calibrated_simulator
726,72787.5859375,73354.06118040612,71236.50770005239,-4707.447403226912,calibrated_simulator
727,72137.828125,74171.06116821621,71656.78115894525,1669.9278848479744,calibrated_simulator
728,72900.734375,73059.62703398186,70550.50248633296,-3934.2179360230157,calibrated_simulator
729,73137.171875,73314.46365019964,70463.27791918704,-6370.860452615139,calibrated_simulator
730,73746.3515625,73404.48424771063,70683.49926814894,-5865.7199091453795,calibrated_simulator
731,75092.796875,74507.46418704717,71934.29445737104,-1916.955549991705,calibrated_simulator
732,68035.5625,68450.66801127329,67208.60498085729,-2911.4244427326353,calibrated_simulator
733,67857.5390625,68368.69748474818,67371.0107330476,-3160.6096794237965,calibrated_simulator
734,68844.421875,68569.93257387438,67576.136523411,-4147.796243270501,calibrated_simulator
735,71047.0390625,70299.1501469773,69536.31993045098,-2335.6339275188784,calibrated_simulator
736,71950.109375,72295.89158806652,71072.79755835651,-5813.087448901763,calibrated_simulator
737,72787.5859375,73354.06118040612,71634.84733804534,-4794.834052175353,calibrated_simulator
738,72137.828125,74171.06116821621,72044.26278722724,1596.1120632115299,calibrated_simulator
739,72900.734375,73059.62703398186,70903.69047644851,-4054.1132542611235,calibrated_simulator
740,73137.171875,73314.46365019964,70790.56203313022,-6524.83390711348,calibrated_simulator
741,73746.3515625,73404.48424771063,70992.95216236201,-6027.573394222893,calibrated_simulator
742,75092.796875,74507.46418704717,72232.56927097727,-2050.2904259009806,calibrated_simulator
743,74531.3125,75224.46645085471,73109.34958884591,-4712.230270566404,calibrated_simulator
744,67857.5390625,68368.69748474818,67020.5673705027,-5462.361093378184,calibrated_simulator
745,68844.421875,68569.93257387438,67714.71169369477,-5768.93899401265,calibrated_simulator
746,71047.0390625,70299.1501469773,69889.59415620998,-3004.627989243726,calibrated_simulator
747,71950.109375,72295.89158806652,71508.7246628345,-5972.269674199316,calibrated_simulator
748,72787.5859375,73354.06118040612,72072.41920127338,-4915.938002744432,calibrated_simulator
749,72137.828125,74171.06116821621,72466.51239496804,1511.4079729432651,calibrated_simulator
750,72900.734375,73059.62703398186,71286.72749882005,-4198.970469425892,calibrated_simulator
751,73137.171875,73314.46365019964,71144.92113857741,-6700.901294087503,calibrated_simulator
752,73746.3515625,73404.48424771063,71327.67695689086,-6218.000885975812,calibrated_simulator
753,75092.796875,74507.46418704717,72554.04087970707,-2220.7387187406966,calibrated_simulator
754,74531.3125,75224.46645085471,73414.80112547807,-4885.11659166766,calibrated_simulator
755,74829.1015625,74616.54955896227,73290.15251229843,-5363.431821345474,calibrated_simulator
756,68844.421875,68569.93257387438,67905.20182475571,-1918.700004710689,calibrated_simulator
757,71047.0390625,70299.1501469773,70476.91636432511,-3977.1874678207273,calibrated_simulator
758,71950.109375,72295.89158806652,72245.39544986843,-6011.561920052733,calibrated_simulator
759,72787.5859375,73354.06118040612,72800.25463082828,-4926.150608059496,calibrated_simulator
760,72137.828125,74171.06116821621,73160.9616987945,1382.8893134668933,calibrated_simulator
761,72900.734375,73059.62703398186,71913.15724409418,-4256.756526951244,calibrated_simulator
762,73137.171875,73314.46365019964,71718.58205882361,-6800.47418577022,calibrated_simulator
763,73746.3515625,73404.48424771063,71864.71822594937,-6387.453065249705,calibrated_simulator
764,75092.796875,74507.46418704717,73064.422305661,-2426.8648285683316,calibrated_simulator
765,74531.3125,75224.46645085471,73896.07146678685,-5086.040142688226,calibrated_simulator
766,74829.1015625,74616.54955896227,73741.52321683613,-5567.951286481793,calibrated_simulator
767,74992.8203125,74912.64043862601,74192.81509616757,-4451.913946953529,calibrated_simulator
768,71047.0390625,70299.1501469773,71042.99352409353,-4583.549221378215,calibrated_simulator
769,71950.109375,72295.89158806652,73015.08917713893,-5907.733260600268,calibrated_simulator
770,72787.5859375,73354.06118040612,73592.65890365552,-4894.878541842801,calibrated_simulator
771,72137.828125,74171.06116821621,73916.42055125287,1281.0924942416368,calibrated_simulator
772,72900.734375,73059.62703398186,72588.4968073213,-4230.13047732604,calibrated_simulator
773,73137.171875,73314.46365019964,72330.62140541566,-6813.826203082639,calibrated_simulator
774,73746.3515625,73404.48424771063,72435.6439203948,-6505.889209529951,calibrated_simulator
775,75092.796875,74507.46418704717,73605.62645100681,-2627.897469169582,calibrated_simulator
776,74531.3125,75224.46645085471,74405.81275315538,-5267.346514373423,calibrated_simulator
777,74829.1015625,74616.54955896227,74220.1152560371,-5751.405891480145,calibrated_simulator
778,74992.8203125,74912.64043862601,74641.62117314349,-4640.431770883987,calibrated_simulator
779,74654.3359375,74737.23554728072,74786.24840848512,-5631.329003508465,calibrated_simulator
780,71950.109375,72295.89158806652,72933.14622809122,-4321.434047954933,calibrated_simulator
781,72787.5859375,73354.06118040612,73788.11816452874,-4607.735848463091,calibrated_simulator
782,72137.828125,74171.06116821621,74174.53126719719,1971.9500133045394,calibrated_simulator
783,72900.734375,73059.62703398186,72829.26839412625,-4084.5785999347877,calibrated_simulator
784,73137.171875,73314.46365019964,72558.30355788299,-6809.869777045291,calibrated_simulator
785,73746.3515625,73404.48424771063,72657.46750409159,-6551.68802953312,calibrated_simulator
786,75092.796875,74507.46418704717,73829.24708701666,-2722.9537158863022,calibrated_simulator
787,74531.3125,75224.46645085471,74627.16698506556,-5362.817500556613,calibrated_simulator
788,74829.1015625,74616.54955896227,74430.80393807327,-5837.119733371601,calibrated_simulator
789,74992.8203125,74912.64043862601,74843.25960655764,-4738.224403724266,calibrated_simulator
790,74654.3359375,74737.23554728072,74978.50888209934,-5726.687199692507,calibrated_simulator
791,73667.4296875,74146.69094388174,74595.27331440889,-6487.942436721498,calibrated_simulator
792,72787.5859375,73354.06118040612,73879.22949918943,4255.1933155707475,calibrated_simulator
793,72137.828125,74171.06116821621,74430.20819702506,3422.90943732318,calibrated_simulator
794,72900.734375,73059.62703398186,73168.65894552166,-4194.528941053882,calibrated_simulator
795,73137.171875,73314.46365019964,72916.87167384759,-7055.930175118094,calibrated_simulator
796,73746.3515625,73404.48424771063,73011.31855077129,-6825.374203902908,calibrated_simulator
797,75092.796875,74507.46418704717,74174.92188862634,-2988.8264929881925,calibrated_simulator
798,74531.3125,75224.46645085471,74957.79608409744,-5581.396113820443,calibrated_simulator
799,74829.1015625,74616.54955896227,74741.88198183448,-6034.549183074818,calibrated_simulator
800,74992.8203125,74912.64043862601,75134.77510292832,-4924.4259615321425,calibrated_simulator
801,74654.3359375,74737.23554728072,75251.83773239171,-5896.458404818841,calibrated_simulator
802,73667.4296875,74146.69094388174,74849.78786962367,-6641.486670027948,calibrated_simulator
803,73914.84375,73467.71036319614,74195.21756565223,-5437.040022595973,calibrated_simulator
804,72137.828125,74171.06116821621,73709.36786314198,-5492.185463488653,calibrated_simulator
805,72900.734375,73059.62703398186,73013.2583027915,-5120.746499847417,calibrated_simulator
806,73137.171875,73314.46365019964,73018.93289671032,-7774.963679246865,calibrated_simulator
807,73746.3515625,73404.48424771063,73193.71235181924,-7409.8959372030085,calibrated_simulator
808,75092.796875,74507.46418704717,74370.8512411312,-3365.972731379661,calibrated_simulator
809,74531.3125,75224.46645085471,75147.52772234533,-5804.0685615709635,calibrated_simulator
810,74829.1015625,74616.54955896227,74923.27174331543,-6204.1968622373715,calibrated_simulator
811,74992.8203125,74912.64043862601,75298.3437483789,-5038.9293827859,calibrated_simulator
812,74654.3359375,74737.23554728072,75400.60911934507,-5976.666348705379,calibrated_simulator
813,73667.4296875,74146.69094388174,74985.56250983612,-6701.600366847823,calibrated_simulator
814,73914.84375,73467.71036319614,74320.72695000052,-5493.153213175744,calibrated_simulator
815,73471.046875,73799.51049188912,74261.90054925416,-5516.142060581628,calibrated_simulator
816,72900.734375,73059.62703398186,72928.69310017567,-6446.661884882733,calibrated_simulator
817,73137.171875,73314.46365019964,73083.55672871777,-6681.098784314232,calibrated_simulator
818,73746.3515625,73404.48424771063,73316.81093112203,-6642.394011814644,calibrated_simulator
819,75092.796875,74507.46418704717,74524.4547047511,-3029.434005767593,calibrated_simulator
820,74531.3125,75224.46645085471,75306.22854415167,-5703.465415356497,calibrated_simulator
821,74829.1015625,74616.54955896227,75061.80251371482,-6152.78499978776,calibrated_simulator
822,74992.8203125,74912.64043862601,75431.43096153549,-5064.535838203054,calibrated_simulator
823,74654.3359375,74737.23554728072,75527.43314282595,-6029.90336817065,calibrated_simulator
824,73667.4296875,74146.69094388174,75100.46488198431,-6760.8601958133595,calibrated_simulator
825,73914.84375,73467.71036319614,74420.61791680155,-5547.163998679455,calibrated_simulator
826,73471.046875,73799.51049188912,74358.05039255832,-5608.5615092020635,calibrated_simulator
827,72753.7109375,73083.57055120954,73683.8182095504,-6139.79030445745,calibrated_simulator
828,73137.171875,73314.46365019964,73338.67203352775,-5856.218357941032,calibrated_simulator
829,73746.3515625,73404.48424771063,73374.45499470597,-5592.343845962003,calibrated_simulator
830,75092.796875,74507.46418704717,74627.13505295572,-2333.4413167752214,calibrated_simulator
831,74531.3125,75224.46645085471,75430.36762982354,-5409.1714855563205,calibrated_simulator
832,74829.1015625,74616.54955896227,75174.47159906648,-5991.230266120768,calibrated_simulator
833,74992.8203125,74912.64043862601,75542.5592898667,-5005.246100955355,calibrated_simulator
834,74654.3359375,74737.23554728072,75634.97865807622,-6016.57665907967,calibrated_simulator
835,73667.4296875,74146.69094388174,75197.8429404914,-6766.07059645237,calibrated_simulator
836,73914.84375,73467.71036319614,74505.08111227608,-5557.499212976828,calibrated_simulator
837,73471.046875,73799.51049188912,74438.99079644073,-5658.074002922994,calibrated_simulator
838,72753.7109375,73083.57055120954,73759.30036130024,-6195.818001059849,calibrated_simulator
839,72275.96875,72506.31504094866,73367.92594022263,-5844.480560754827,calibrated_simulator
840,73746.3515625,73404.48424771063,73785.74888214764,-732.8976246337816,calibrated_simulator
841,75092.796875,74507.46418704717,74792.35837331359,-1707.382570591878,calibrated_simulator
842,74531.3125,75224.46645085471,75596.50931576011,-5130.665428233448,calibrated_simulator
843,74829.1015625,74616.54955896227,75331.5985014688,-5859.241623380395,calibrated_simulator
844,74992.8203125,74912.64043862601,75692.07204107242,-4951.028201905477,calibrated_simulator
845,74654.3359375,74737.23554728072,75775.52753314273,-6001.45719608111,calibrated_simulator
846,73667.4296875,74146.69094388174,75323.50148061925,-6763.723154507139,calibrated_simulator
847,73914.84375,73467.71036319614,74615.85626994068,-5564.276821973795,calibrated_simulator
848,73471.046875,73799.51049188912,74540.827919294,-5684.726850058998,calibrated_simulator
849,72753.7109375,73083.57055120954,73851.44633224024,-6220.090943522089,calibrated_simulator
850,72275.96875,72506.31504094866,73452.50758972087,-5865.68818776841,calibrated_simulator
851,72437.71875,72315.39642405527,73171.3533049382,-5617.204679288323,calibrated_simulator
852,75092.796875,74507.46418704717,75451.46718858021,-4408.937072600511,calibrated_simulator
853,74531.3125,75224.46645085471,75884.78962468149,-5255.260971487221,calibrated_simulator
854,74829.1015625,74616.54955896227,75586.99940823558,-6005.111924954788,calibrated_simulator
855,74992.8203125,74912.64043862601,75928.52787071669,-5081.734427810484,calibrated_simulator
856,74654.3359375,74737.23554728072,75993.33109092026,-6116.960225735615,calibrated_simulator
857,73667.4296875,74146.69094388174,75517.67965760415,-6857.423834844674,calibrated_simulator
858,73914.84375,73467.71036319614,74790.55614996135,-5660.617812000455,calibrated_simulator
859,73471.046875,73799.51049188912,74698.1589635531,-5765.338913075738,calibrated_simulator
860,72753.7109375,73083.57055120954,73992.04122633049,-6276.274274526927,calibrated_simulator
861,72275.96875,72506.31504094866,73577.40822767919,-5899.17474099302,calibrated_simulator
862,72437.71875,72315.39642405527,73283.5044049761,-5635.599595348527,calibrated_simulator
863,71541.8984375,72096.35710493068,72833.95771219657,-6376.743970986365,calibrated_simulator
864,74531.3125,75224.46645085471,75849.45578429858,-6235.529530109405,calibrated_simulator
865,74829.1015625,74616.54955896227,75455.30591332732,-5788.087092121525,calibrated_simulator
866,74992.8203125,74912.64043862601,75841.12080338666,-4785.836216752585,calibrated_simulator
867,74654.3359375,74737.23554728072,75929.35659677983,-5945.168953540255,calibrated_simulator
868,73667.4296875,74146.69094388174,75452.88769396549,-6731.571325043418,calibrated_simulator
869,73914.84375,73467.71036319614,74723.11702219157,-5558.918983843244,calibrated_simulator
870,73471.046875,73799.51049188912,74633.87601042923,-5709.538122373688,calibrated_simulator
871,72753.7109375,73083.57055120954,73927.1443005955,-6227.095110507226,calibrated_simulator
872,72275.96875,72506.31504094866,73513.23806602726,-5847.304286850327,calibrated_simulator
873,72437.71875,72315.39642405527,73220.8640369141,-5576.966984924431,calibrated_simulator
874,71541.8984375,72096.35710493068,72771.30502810962,-6315.625009018244,calibrated_simulator
875,70537.6875,71076.68327791512,71892.65866312946,-6215.61746974909,calibrated_simulator
876,74829.1015625,74616.54955896227,75822.21868714984,-3942.560622345988,calibrated_simulator
877,74992.8203125,74912.64043862601,75966.92922045762,-4345.828590339752,calibrated_simulator
878,74654.3359375,74737.23554728072,76029.6933139081,-5694.263970381716,calibrated_simulator
879,73667.4296875,74146.69094388174,75519.49587929048,-6544.49787149919,calibrated_simulator
880,73914.84375,73467.71036319614,74765.52814274983,-5433.596720413303,calibrated_simulator
881,73471.046875,73799.51049188912,74665.3793054411,-5666.268264884698,calibrated_simulator
882,72753.7109375,73083.57055120954,73948.1584357407,-6205.086783905358,calibrated_simulator
883,72275.96875,72506.31504094866,73528.38275759587,-5831.261103773272,calibrated_simulator
884,72437.71875,72315.39642405527,73233.0312041058,-5555.394458757731,calibrated_simulator
885,71541.8984375,72096.35710493068,72779.53191842079,-6287.4272757387425,calibrated_simulator
886,70537.6875,71076.68327791512,71896.15115865432,-6191.137155490088,calibrated_simulator
887,68889.3984375,69806.23655828332,70831.30798948102,-6028.010626059398,calibrated_simulator
888,74992.8203125,74912.64043862601,76291.3140556842,-5449.723699094789,calibrated_simulator
889,74654.3359375,74737.23554728072,76089.72444076117,-5721.561161143746,calibrated_simulator
890,73667.4296875,74146.69094388174,75535.1613194178,-6406.256822254786,calibrated_simulator
891,73914.84375,73467.71036319614,74768.26306006027,-5326.990862142927,calibrated_simulator
892,73471.046875,73799.51049188912,74659.78215784827,-5634.187205289225,calibrated_simulator
893,72753.7109375,73083.57055120954,73932.46329307987,-6180.527236718643,calibrated_simulator
894,72275.96875,72506.31504094866,73505.66317073388,-5797.94822844744,calibrated_simulator
895,72437.71875,72315.39642405527,73207.1673545619,-5511.164195727559,calibrated_simulator
896,71541.8984375,72096.35710493068,72750.6102373839,-6240.453538091076,calibrated_simulator
897,70537.6875,71076.68327791512,71862.03737536492,-6140.202704921784,calibrated_simulator
898,68889.3984375,69806.23655828332,70790.81411929856,-5969.777922828347,calibrated_simulator
899,69165.2265625,68657.84688602199,70001.83111314436,-5276.176804385703,calibrated_simulator
900,74654.3359375,74737.23554728072,76236.66799811038,-6055.349760554651,calibrated_simulator
901,73667.4296875,74146.69094388174,75411.577257744,-6097.773592662297,calibrated_simulator
902,73914.84375,73467.71036319614,74643.17405538408,-5077.806005120202,calibrated_simulator
903,73471.046875,73799.51049188912,74538.41866662735,-5487.932370814812,calibrated_simulator
904,72753.7109375,73083.57055120954,73808.53574287286,-6069.7386020021895,calibrated_simulator
905,72275.96875,72506.31504094866,73382.16803903338,-5701.735593578631,calibrated_simulator
906,72437.71875,72315.39642405527,73088.34412974166,-5414.0550291663285,calibrated_simulator
907,71541.8984375,72096.35710493068,72635.47305632253,-6149.101631080586,calibrated_simulator
908,70537.6875,71076.68327791512,71747.24430097979,-6050.773036548134,calibrated_simulator
909,68889.3984375,69806.23655828332,70674.59590114155,-5880.180592272611,calibrated_simulator
910,69165.2265625,68657.84688602199,69885.26832495902,-5180.921628494643,calibrated_simulator
911,69164.671875,68892.93358647599,69930.1372591055,-6064.447348247986,calibrated_simulator
912,73667.4296875,74146.69094388174,75269.66488128397,-5689.884602304196,calibrated_simulator
913,73914.84375,73467.71036319614,74423.00788662073,-5139.236132942712,calibrated_simulator
914,73471.046875,73799.51049188912,74335.16266480516,-5433.700449484229,calibrated_simulator
915,72753.7109375,73083.57055120954,73612.2279019301,-5932.490205991003,calibrated_simulator
916,72275.96875,72506.31504094866,73191.88827281016,-5567.909137327625,calibrated_simulator
917,72437.71875,72315.39642405527,72908.48050941752,-5286.3250265919605,calibrated_simulator
918,71541.8984375,72096.35710493068,72463.83294841059,-6040.536127116851,calibrated_simulator
919,70537.6875,71076.68327791512,71578.94926503938,-5947.261629197792,calibrated_simulator
920,68889.3984375,69806.23655828332,70507.00559227973,-5775.893419425443,calibrated_simulator
921,69165.2265625,68657.84688602199,69719.50040848745,-5066.773226823204,calibrated_simulator
922,69164.671875,68892.93358647599,69770.71084697773,-5968.469298521467,calibrated_simulator
923,67509.40625,68331.70491440283,69235.88129053065,-7172.254228908774,calibrated_simulator
924,73914.84375,73467.71036319614,74854.39170777856,-5022.501458489354,calibrated_simulator
925,73471.046875,73799.51049188912,74435.47589323686,-5769.141061762679,calibrated_simulator
926,72753.7109375,73083.57055120954,73651.46175133562,-5913.488083128847,calibrated_simulator
927,72275.96875,72506.31504094866,73208.78366171151,-5470.147370570987,calibrated_simulator
928,72437.71875,72315.39642405527,72918.04460315128,-5197.920102502978,calibrated_simulator
929,71541.8984375,72096.35710493068,72466.68451357237,-5977.465363509759,calibrated_simulator
930,70537.6875,71076.68327791512,71572.62489162426,-5906.515043909734,calibrated_simulator
931,68889.3984375,69806.23655828332,70490.81582601773,-5738.539380449317,calibrated_simulator
932,69165.2265625,68657.84688602199,69697.30031411744,-5028.339195755979,calibrated_simulator
933,69164.671875,68892.93358647599,69747.85085667275,-5942.54190316876,calibrated_simulator
934,67509.40625,68331.70491440283,69211.05823286065,-7154.553221781269,calibrated_simulator
935,66254.65625,66470.40982603081,68008.69755374332,-6283.387758193604,calibrated_simulator
936,73471.046875,73799.51049188912,74600.64092759401,-5782.905255757162,calibrated_simulator
937,72753.7109375,73083.57055120954,73562.963917696,-5957.6211939614295,calibrated_simulator
938,72275.96875,72506.31504094866,73120.69272882216,-5369.179831298732,calibrated_simulator
939,72437.71875,72315.39642405527,72853.12779674295,-5044.670962597745,calibrated_simulator
940,71541.8984375,72096.35710493068,72411.59419551051,-5846.871072747976,calibrated_simulator
941,70537.6875,71076.68327791512,71515.63022132788,-5814.976589556359,calibrated_simulator
942,68889.3984375,69806.23655828332,70426.45687554129,-5650.0200049905725,calibrated_simulator
943,69165.2265625,68657.84688602199,69629.72522722128,-4947.89128801313,calibrated_simulator
944,69164.671875,68892.93358647599,69684.31579238197,-5892.019305461916,calibrated_simulator
945,67509.40625,68331.70491440283,69148.42247973407,-7114.0459872831625,calibrated_simulator
946,66254.65625,66470.40982603081,67941.80810846237,-6236.620005489306,calibrated_simulator
947,63940.6171875,65460.54678116452,67713.86255282874,-341.8831178224982,calibrated_simulator
948,72753.7109375,73083.57055120954,73560.35012285293,-4852.172456403885,calibrated_simulator
949,72275.96875,72506.31504094866,72944.66042874902,-5464.1852531033155,calibrated_simulator
950,72437.71875,72315.39642405527,72731.84818010157,-4980.99846075172,calibrated_simulator
951,71541.8984375,72096.35710493068,72319.5847467492,-5720.149504066934,calibrated_simulator
952,70537.6875,71076.68327791512,71427.97805404112,-5728.513553495867,calibrated_simulator
953,68889.3984375,69806.23655828332,70333.5481696449,-5570.268989365924,calibrated_simulator
954,69165.2265625,68657.84688602199,69536.64997253972,-4882.864775306862,calibrated_simulator
955,69164.671875,68892.93358647599,69598.35274098777,-5863.469283406101,calibrated_simulator
956,67509.40625,68331.70491440283,69065.57427087674,-7100.008027884267,calibrated_simulator
957,66254.65625,66470.40982603081,67856.57446916272,-6219.553072353336,calibrated_simulator
958,63940.6171875,65460.54678116452,67625.71562524016,-209.3659033081658,calibrated_simulator
959,66859.8515625,63814.71779237265,66530.85434749014,-10359.921679211626,calibrated_simulator
960,72275.96875,72506.31504094866,72905.10847203982,-4703.523468366359,calibrated_simulator
961,72437.71875,72315.39642405527,72578.49014174647,-5093.9479176874165,calibrated_simulator
962,71541.8984375,72096.35710493068,72213.8994089655,-5547.568740343224,calibrated_simulator
963,70537.6875,71076.68327791512,71339.49815087786,-5577.94252331236,calibrated_simulator
964,68889.3984375,69806.23655828332,70242.3889764948,-5424.989396874944,calibrated_simulator
965,69165.2265625,68657.84688602199,69448.57719115782,-4779.093495821505,calibrated_simulator
966,69164.671875,68892.93358647599,69520.54922756372,-5803.381156209147,calibrated_simulator
967,67509.40625,68331.70491440283,68992.08654338738,-7056.311459245275,calibrated_simulator
968,66254.65625,66470.40982603081,67780.7412203137,-6176.589820708413,calibrated_simulator
969,63940.6171875,65460.54678116452,67547.03442646773,-66.42161736992875,calibrated_simulator
970,66859.8515625,63814.71779237265,66449.80011643533,-10407.124424869991,calibrated_simulator
971,68353.4140625,66840.37021280757,68062.98073441965,-5169.510840352416,calibrated_simulator
972,72437.71875,72315.39642405527,72723.0519394168,-4835.550889478872,calibrated_simulator
973,71541.8984375,72096.35710493068,72085.9478295241,-5208.534488342768,calibrated_simulator
974,70537.6875,71076.68327791512,71215.66996185546,-5238.939440290202,calibrated_simulator
975,68889.3984375,69806.23655828332,70122.26590401077,-5109.327170068105,calibrated_simulator
976,69165.2265625,68657.84688602199,69340.83904925064,-4567.558850394142,calibrated_simulator
977,69164.671875,68892.93358647599,69429.96437983107,-5658.271677588123,calibrated_simulator
