epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,heat_loss_residual,smoothness,total_loss
1,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,86.99605544046922,1.2283446128879274,0.2430548220872879,normalized_state_mse,1.662886558157025,85.33316872697888,9.34776503389532,0.45928810215131805,17.01510787371433,5.393696656845735,2.704853207437378,5.9453149726896575,86.99605544046922
2,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,3.414429129976215,0.6927826063973563,0.19550821610859462,normalized_state_mse,0.5591187217470371,2.8553104238076643,6.522222811525518,0.9794855050065301,8.609128269282253,5.875894290028197,0.7103131003677845,3.9010160547314268,3.414429129976215
3,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,3.0999344298333833,0.4524649221982275,0.1410593715097223,normalized_state_mse,0.49201433541196765,2.585395932197571,4.981213641889168,1.0037094661683748,7.794208335153984,8.063687996430831,0.6222811140345804,3.0731852090719975,3.0999344298333833
4,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,2.574674382354274,0.34181030839681625,0.1371580527297088,normalized_state_mse,0.44336718332135316,2.090527431531386,4.577094247846892,0.9954627038854541,7.032494508858883,6.699504584977121,0.5240262114640438,2.8544278180960454,2.574674382354274
5,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,2.4767699205514155,0.40589350887707304,0.14142729661294393,normalized_state_mse,0.4259428588504141,1.991629427129572,4.722687432260225,0.9893431622873653,6.436231475887877,6.302817882913532,0.448050112435312,2.599284083554239,2.4767699205514155
6,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,2.2440260124929026,0.4691713516201292,0.16088329734546797,normalized_state_mse,0.4157043524989576,1.7442303101221721,5.345031337304548,0.9916217896071348,6.383597588900364,7.08646221594377,0.4737136700388157,2.5422279491569055,2.2440260124929026
7,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,2.141907968304374,0.7020103846277509,0.10771764974508967,normalized_state_mse,0.37928450446237216,1.6909422151970142,4.232963619810162,0.999137741598216,5.7994148622859605,6.09302014654333,0.4128270009250352,2.432827707492944,2.141907968304374
8,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,2.0674124179464397,0.712168208190373,0.1210788983319487,normalized_state_mse,0.3715121652366537,1.625669027819778,4.224301966753873,0.9912214229504267,5.427750957734657,6.652548923636928,0.3995988673784516,2.375633989319657,2.0674124179464397
9,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.9158086397431113,0.3415032774209976,0.0812350854809795,normalized_state_mse,0.3592401041903279,1.4862240878018467,4.386072740410313,0.996864527463913,5.1809005683118645,6.831793040940256,0.384866542662635,2.3339921723712576,1.9158086397431113
10,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.8203130274107961,0.48507956521851675,0.16184323068175996,normalized_state_mse,0.3530851134070844,1.3931404957265565,5.028304985075286,1.000232688405297,4.89654346668359,7.267872604456815,0.35877696001394227,2.2652768817814914,1.8203130274107961
11,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.7916901382532986,0.499498219362327,0.08628838802022594,normalized_state_mse,0.3735481940887191,1.3446373370560734,4.871908379323555,0.9843293997374448,4.773676796392961,8.553625973788174,0.36163552641642815,2.2130377942865547,1.7916901382532986
12,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.5139149111328702,0.4387093824999673,0.08350226110113519,normalized_state_mse,0.33159395431478816,1.1069153745969136,5.894712253050371,0.9923912467378558,3.708081890236248,8.133095116326302,0.30903493093721796,2.2279182835058733,1.5139149111328702
13,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.4507323106129963,0.203652418085507,0.06627244608742851,normalized_state_mse,0.303780153506633,1.0635128662441715,7.078242489785859,1.019577011014476,3.2613597313563027,9.501080494938474,0.2503173830495639,2.255129666039438,1.4507323106129963
14,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.287698231863253,0.41257457435131073,0.06258801078157765,normalized_state_mse,0.29563160409981554,0.9092356219436183,7.131336916576732,1.0043459561738102,3.076067081906579,9.516410647016583,0.23741599612615324,2.203117417566704,1.287698231863253
15,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.2439041833082836,0.17039322533777781,0.07394481769629888,normalized_state_mse,0.2869860152855064,0.8705865921396198,7.898302186619151,0.9873638189200199,2.7043889471978853,9.20926811839595,0.21878431731778564,2.169597165151076,1.2439041833082836
16,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.1532367747841459,0.3061543990458761,0.07262695687157768,normalized_state_mse,0.2855908042102149,0.7790843374801405,8.49278190280452,0.9972050221580447,2.4929659511103774,8.011622667312622,0.2274845830926841,2.167417798981522,1.1532367747841459
17,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.1733658169255112,0.20618178695440292,0.06646357423492841,normalized_state_mse,0.2655264735221863,0.8242574812787952,7.890700015154752,1.0039637377767852,2.435299550042008,7.810713623509263,0.19360645216974345,2.2128698031107583,1.1733658169255112
18,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.1402882807182544,0.19178971967526845,0.06773851040218558,normalized_state_mse,0.26198942084429844,0.788783768361265,8.54823922027241,1.0030917448527885,2.3710076249007024,9.138021277658867,0.18481310078817786,2.2192429358308967,1.1402882807182544
19,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.0612956619623937,0.19549555437905447,0.05703287970806871,normalized_state_mse,0.2584212777966803,0.7179384719241749,7.941695480635672,0.9994865249503743,2.4268359578017034,8.886788108132102,0.16975375293104938,2.1834982868396873,1.0612956619623937
20,seed_11_Proposed PI-GNN-GRU-v3 accuracy_mode,1.0630184890645924,0.3690654252256666,0.07031564760421004,normalized_state_mse,0.25049726998038363,0.7251034667997649,8.473637598933596,1.001119241118431,2.195181532339616,8.479490561918778,0.18197285954022047,2.2258689367409907,1.0630184890645924
