dx_m,dt_s,max_effective_CFL,outlet_Ts_L2_C,outlet_Ts_Linf_C,source_Tr_L2_C,source_Tr_Linf_C,arrival_time_error_min,cumulative_heat_loss_error_pct,reference
2000.0,1800.0,<=0.8 by substepping,0.1370970759411038,1.0945817750174598,1.0536239163345376,4.442860823668241,0.0,0.2810313303907068,500 m / 450 s
1000.0,900.0,<=0.8 by substepping,0.055711473310541784,0.46304464718977556,0.42052397374567774,2.6151553069025226,0.0,0.003750718058434766,500 m / 450 s
500.0,450.0,<=0.8 by substepping,0.0,0.0,0.0,0.0,0.0,0.0,500 m / 450 s
