timestamp_utc,scope,status,proxy_causality_version,flow_proxy_mode,outputs,note,full_state_causality_version
2026-07-31T18:39:49.149078+00:00,postbenchmark,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,external_validation_flensburg_final.csv;external_validation_flensburg_modes_final.csv;flensburg_transfer_diagnostics.csv;noise_dropout_robustness_final.csv,Current causal core checkpoints reused; no new model architecture introduced.,
2026-07-31T19:03:03.735601+00:00,sensor_layouts,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,sensor_layout_comparison_final.csv;sensor_layout_interpretation_final.csv,All layouts retrained under causal boundary proxies with the configured short layout schedule.,
2026-07-31T19:11:37.200856+00:00,ablations,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,ablation_study_final.csv;ablation_training_histories,Ablations retrained under causal boundary proxies with common state-MSE validation selection.,
2026-08-07T02:43:56.288007+00:00,postbenchmark,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,external_validation_flensburg_final.csv;external_validation_flensburg_modes_final.csv;flensburg_transfer_diagnostics.csv;noise_dropout_robustness_final.csv,Prespecified seed-11 checkpoints from the full-state-causal five-seed campaign reused; no new model architecture introduced.,full_state_causality_v1_segment_start_boundaries
2026-08-07T03:17:27.035924+00:00,sensor_layouts,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,sensor_layout_comparison_final.csv;sensor_layout_interpretation_final.csv,All layouts retrained under causal boundary proxies with the configured short layout schedule.,full_state_causality_v1_segment_start_boundaries
2026-08-07T03:55:18.510524+00:00,ablations,complete,causal_proxy_v2_trailing_mean_running_range,causal_lagged_return,ablation_study_final.csv;ablation_training_histories,Ablations retrained under causal boundary proxies with common state-MSE validation selection.,full_state_causality_v1_segment_start_boundaries
