epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,seed_44_Transformer-MSE,0.5676169961013577,0.15905401270304406,0.15905401270304406,normalized_state_mse,0.5676169961013577,0.0,0.0,0.0,0.0,0.0,0.0,0.5676169961013577
2,seed_44_Transformer-MSE,0.3678653158924796,0.1016416187797274,0.1016416187797274,normalized_state_mse,0.3678653158924796,0.0,0.0,0.0,0.0,0.0,0.0,0.3678653158924796
3,seed_44_Transformer-MSE,0.3265821313429059,0.10424981665398393,0.10424981665398393,normalized_state_mse,0.3265821313429059,0.0,0.0,0.0,0.0,0.0,0.0,0.3265821313429059
4,seed_44_Transformer-MSE,0.32882779306083015,0.1451736262866429,0.1451736262866429,normalized_state_mse,0.32882779306083015,0.0,0.0,0.0,0.0,0.0,0.0,0.32882779306083015
5,seed_44_Transformer-MSE,0.29440551646279567,0.11831732466816902,0.11831732466816902,normalized_state_mse,0.29440551646279567,0.0,0.0,0.0,0.0,0.0,0.0,0.29440551646279567
6,seed_44_Transformer-MSE,0.29199431181857083,0.10832250437566213,0.10832250437566213,normalized_state_mse,0.29199431181857083,0.0,0.0,0.0,0.0,0.0,0.0,0.29199431181857083
7,seed_44_Transformer-MSE,0.2679972578065865,0.11106743264411177,0.11106743264411177,normalized_state_mse,0.2679972578065865,0.0,0.0,0.0,0.0,0.0,0.0,0.2679972578065865
8,seed_44_Transformer-MSE,0.26009029150009155,0.08787865244916507,0.08787865244916507,normalized_state_mse,0.26009029150009155,0.0,0.0,0.0,0.0,0.0,0.0,0.26009029150009155
9,seed_44_Transformer-MSE,0.25699636362718814,0.08688944045986448,0.08688944045986448,normalized_state_mse,0.25699636362718814,0.0,0.0,0.0,0.0,0.0,0.0,0.25699636362718814
10,seed_44_Transformer-MSE,0.23983733243111408,0.10096191109291144,0.10096191109291144,normalized_state_mse,0.23983733243111408,0.0,0.0,0.0,0.0,0.0,0.0,0.23983733243111408
11,seed_44_Transformer-MSE,0.22747648106605717,0.07646949136895793,0.07646949136895793,normalized_state_mse,0.22747648106605717,0.0,0.0,0.0,0.0,0.0,0.0,0.22747648106605717
12,seed_44_Transformer-MSE,0.22543732325236002,0.08615103257553917,0.08615103257553917,normalized_state_mse,0.22543732325236002,0.0,0.0,0.0,0.0,0.0,0.0,0.22543732325236002
13,seed_44_Transformer-MSE,0.22165032018992034,0.07836674260241645,0.07836674260241645,normalized_state_mse,0.22165032018992034,0.0,0.0,0.0,0.0,0.0,0.0,0.22165032018992034
14,seed_44_Transformer-MSE,0.21985457747271567,0.0913507706884827,0.0913507706884827,normalized_state_mse,0.21985457747271567,0.0,0.0,0.0,0.0,0.0,0.0,0.21985457747271567
15,seed_44_Transformer-MSE,0.2200486303843332,0.07744961231946945,0.07744961231946945,normalized_state_mse,0.2200486303843332,0.0,0.0,0.0,0.0,0.0,0.0,0.2200486303843332
16,seed_44_Transformer-MSE,0.20192770671212312,0.09152331575751305,0.09152331575751305,normalized_state_mse,0.20192770671212312,0.0,0.0,0.0,0.0,0.0,0.0,0.20192770671212312
17,seed_44_Transformer-MSE,0.1929528722257325,0.12347206313695226,0.12347206313695226,normalized_state_mse,0.1929528722257325,0.0,0.0,0.0,0.0,0.0,0.0,0.1929528722257325
18,seed_44_Transformer-MSE,0.1856567869245103,0.10905693897179194,0.10905693897179194,normalized_state_mse,0.1856567869245103,0.0,0.0,0.0,0.0,0.0,0.0,0.1856567869245103
19,seed_44_Transformer-MSE,0.18776333332061768,0.10031856490033013,0.10031856490033013,normalized_state_mse,0.18776333332061768,0.0,0.0,0.0,0.0,0.0,0.0,0.18776333332061768
