epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,mw_late_winter_2018_seed_33_Transformer-MSE,0.8463656279173765,2.3940646251042685,2.3940646251042685,normalized_state_mse,0.8463656279173765,0.0,0.0,0.0,0.0,0.0,0.0,0.8463656279173765
2,mw_late_winter_2018_seed_33_Transformer-MSE,0.469703655351292,2.178328593571981,2.178328593571981,normalized_state_mse,0.469703655351292,0.0,0.0,0.0,0.0,0.0,0.0,0.469703655351292
3,mw_late_winter_2018_seed_33_Transformer-MSE,0.3552783985029567,1.9943302869796753,1.9943302869796753,normalized_state_mse,0.3552783985029567,0.0,0.0,0.0,0.0,0.0,0.0,0.3552783985029567
4,mw_late_winter_2018_seed_33_Transformer-MSE,0.30826417018066754,1.8474631309509277,1.8474631309509277,normalized_state_mse,0.30826417018066754,0.0,0.0,0.0,0.0,0.0,0.0,0.30826417018066754
5,mw_late_winter_2018_seed_33_Transformer-MSE,0.28782397373156116,1.813845197359721,1.813845197359721,normalized_state_mse,0.28782397373156116,0.0,0.0,0.0,0.0,0.0,0.0,0.28782397373156116
6,mw_late_winter_2018_seed_33_Transformer-MSE,0.2710812593048269,1.6223915616671245,1.6223915616671245,normalized_state_mse,0.2710812593048269,0.0,0.0,0.0,0.0,0.0,0.0,0.2710812593048269
7,mw_late_winter_2018_seed_33_Transformer-MSE,0.2592829994179986,1.4913820028305054,1.4913820028305054,normalized_state_mse,0.2592829994179986,0.0,0.0,0.0,0.0,0.0,0.0,0.2592829994179986
8,mw_late_winter_2018_seed_33_Transformer-MSE,0.252317874269052,1.4623132348060608,1.4623132348060608,normalized_state_mse,0.252317874269052,0.0,0.0,0.0,0.0,0.0,0.0,0.252317874269052
9,mw_late_winter_2018_seed_33_Transformer-MSE,0.24529950998046182,1.5181788802146912,1.5181788802146912,normalized_state_mse,0.24529950998046182,0.0,0.0,0.0,0.0,0.0,0.0,0.24529950998046182
10,mw_late_winter_2018_seed_33_Transformer-MSE,0.23697156797755847,1.4391375581423442,1.4391375581423442,normalized_state_mse,0.23697156797755847,0.0,0.0,0.0,0.0,0.0,0.0,0.23697156797755847
11,mw_late_winter_2018_seed_33_Transformer-MSE,0.22959202934395184,1.510203222433726,1.510203222433726,normalized_state_mse,0.22959202934395184,0.0,0.0,0.0,0.0,0.0,0.0,0.22959202934395184
12,mw_late_winter_2018_seed_33_Transformer-MSE,0.2245295210318132,1.4294381539026897,1.4294381539026897,normalized_state_mse,0.2245295210318132,0.0,0.0,0.0,0.0,0.0,0.0,0.2245295210318132
