epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,seed_55_Transformer-MSE,0.5400987791292595,0.130075603723526,0.130075603723526,normalized_state_mse,0.5400987791292595,0.0,0.0,0.0,0.0,0.0,0.0,0.5400987791292595
2,seed_55_Transformer-MSE,0.3676107780951442,0.11696704876210008,0.11696704876210008,normalized_state_mse,0.3676107780951442,0.0,0.0,0.0,0.0,0.0,0.0,0.3676107780951442
3,seed_55_Transformer-MSE,0.324174957745003,0.09504962552871023,0.09504962552871023,normalized_state_mse,0.324174957745003,0.0,0.0,0.0,0.0,0.0,0.0,0.324174957745003
4,seed_55_Transformer-MSE,0.2929126246634758,0.09216345234641007,0.09216345234641007,normalized_state_mse,0.2929126246634758,0.0,0.0,0.0,0.0,0.0,0.0,0.2929126246634758
5,seed_55_Transformer-MSE,0.29156158017841255,0.09293352306953498,0.09293352306953498,normalized_state_mse,0.29156158017841255,0.0,0.0,0.0,0.0,0.0,0.0,0.29156158017841255
6,seed_55_Transformer-MSE,0.2786861600523645,0.10063389635511807,0.10063389635511807,normalized_state_mse,0.2786861600523645,0.0,0.0,0.0,0.0,0.0,0.0,0.2786861600523645
7,seed_55_Transformer-MSE,0.259002715462085,0.0970943785671677,0.0970943785671677,normalized_state_mse,0.259002715462085,0.0,0.0,0.0,0.0,0.0,0.0,0.259002715462085
8,seed_55_Transformer-MSE,0.253644933359641,0.08567160767103944,0.08567160767103944,normalized_state_mse,0.253644933359641,0.0,0.0,0.0,0.0,0.0,0.0,0.253644933359641
9,seed_55_Transformer-MSE,0.24466045296779185,0.10134680728827204,0.10134680728827204,normalized_state_mse,0.24466045296779185,0.0,0.0,0.0,0.0,0.0,0.0,0.24466045296779185
10,seed_55_Transformer-MSE,0.24055049162019382,0.0895925262676818,0.0895925262676818,normalized_state_mse,0.24055049162019382,0.0,0.0,0.0,0.0,0.0,0.0,0.24055049162019382
11,seed_55_Transformer-MSE,0.22781182966674818,0.09097269310482911,0.09097269310482911,normalized_state_mse,0.22781182966674818,0.0,0.0,0.0,0.0,0.0,0.0,0.22781182966674818
12,seed_55_Transformer-MSE,0.21442802938999553,0.09291694951908928,0.09291694951908928,normalized_state_mse,0.21442802938999553,0.0,0.0,0.0,0.0,0.0,0.0,0.21442802938999553
13,seed_55_Transformer-MSE,0.22465382956645705,0.10526090381400925,0.10526090381400925,normalized_state_mse,0.22465382956645705,0.0,0.0,0.0,0.0,0.0,0.0,0.22465382956645705
14,seed_55_Transformer-MSE,0.21182315841768729,0.0895478366208928,0.0895478366208928,normalized_state_mse,0.21182315841768729,0.0,0.0,0.0,0.0,0.0,0.0,0.21182315841768729
15,seed_55_Transformer-MSE,0.19988012223532706,0.07809915233935628,0.07809915233935628,normalized_state_mse,0.19988012223532706,0.0,0.0,0.0,0.0,0.0,0.0,0.19988012223532706
16,seed_55_Transformer-MSE,0.20557217474913958,0.12326473902378764,0.12326473902378764,normalized_state_mse,0.20557217474913958,0.0,0.0,0.0,0.0,0.0,0.0,0.20557217474913958
17,seed_55_Transformer-MSE,0.21818199889226395,0.10836341764245715,0.10836341764245715,normalized_state_mse,0.21818199889226395,0.0,0.0,0.0,0.0,0.0,0.0,0.21818199889226395
18,seed_55_Transformer-MSE,0.2073867582913601,0.08616295297230993,0.08616295297230993,normalized_state_mse,0.2073867582913601,0.0,0.0,0.0,0.0,0.0,0.0,0.2073867582913601
19,seed_55_Transformer-MSE,0.1822401052623084,0.10173272926892553,0.10173272926892553,normalized_state_mse,0.1822401052623084,0.0,0.0,0.0,0.0,0.0,0.0,0.1822401052623084
20,seed_55_Transformer-MSE,0.16950159576354604,0.07258188857563905,0.07258188857563905,normalized_state_mse,0.16950159576354604,0.0,0.0,0.0,0.0,0.0,0.0,0.16950159576354604
