epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,mw_shoulder_2016_seed_22_GRU-MSE,0.805458437312733,0.4893109202384949,0.4893109202384949,normalized_state_mse,0.805458437312733,0.0,0.0,0.0,0.0,0.0,0.0,0.805458437312733
2,mw_shoulder_2016_seed_22_GRU-MSE,0.5340026373212988,0.29605962832768756,0.29605962832768756,normalized_state_mse,0.5340026373212988,0.0,0.0,0.0,0.0,0.0,0.0,0.5340026373212988
3,mw_shoulder_2016_seed_22_GRU-MSE,0.40130588683215057,0.20266608397165933,0.20266608397165933,normalized_state_mse,0.40130588683215057,0.0,0.0,0.0,0.0,0.0,0.0,0.40130588683215057
4,mw_shoulder_2016_seed_22_GRU-MSE,0.3276189321821386,0.1568621372183164,0.1568621372183164,normalized_state_mse,0.3276189321821386,0.0,0.0,0.0,0.0,0.0,0.0,0.3276189321821386
5,mw_shoulder_2016_seed_22_GRU-MSE,0.2873309010809118,0.12552194048961005,0.12552194048961005,normalized_state_mse,0.2873309010809118,0.0,0.0,0.0,0.0,0.0,0.0,0.2873309010809118
6,mw_shoulder_2016_seed_22_GRU-MSE,0.2612110430544073,0.11725211640199025,0.11725211640199025,normalized_state_mse,0.2612110430544073,0.0,0.0,0.0,0.0,0.0,0.0,0.2612110430544073
7,mw_shoulder_2016_seed_22_GRU-MSE,0.24146617678078738,0.11429404218991597,0.11429404218991597,normalized_state_mse,0.24146617678078738,0.0,0.0,0.0,0.0,0.0,0.0,0.24146617678078738
8,mw_shoulder_2016_seed_22_GRU-MSE,0.2275787131352858,0.09587216873963673,0.09587216873963673,normalized_state_mse,0.2275787131352858,0.0,0.0,0.0,0.0,0.0,0.0,0.2275787131352858
9,mw_shoulder_2016_seed_22_GRU-MSE,0.21633000536398453,0.09319354842106502,0.09319354842106502,normalized_state_mse,0.21633000536398453,0.0,0.0,0.0,0.0,0.0,0.0,0.21633000536398453
10,mw_shoulder_2016_seed_22_GRU-MSE,0.2066650607369163,0.08880568544069926,0.08880568544069926,normalized_state_mse,0.2066650607369163,0.0,0.0,0.0,0.0,0.0,0.0,0.2066650607369163
11,mw_shoulder_2016_seed_22_GRU-MSE,0.19868993217294867,0.08482477813959122,0.08482477813959122,normalized_state_mse,0.19868993217294867,0.0,0.0,0.0,0.0,0.0,0.0,0.19868993217294867
12,mw_shoulder_2016_seed_22_GRU-MSE,0.19141212105751038,0.08020162209868431,0.08020162209868431,normalized_state_mse,0.19141212105751038,0.0,0.0,0.0,0.0,0.0,0.0,0.19141212105751038
