dataset,stage1_objective,calibration_success,return_temperature_assumed,RMSE_supply_C,supply_metric_status,RMSE_return_C,MAE_return_C,signed_return_bias_C,RMSE_outlet_supply_proxy_C,heat_delivery_error_percent,heat_load_consistency_error_percent,heat_delivery_metric_status,energy_balance_residual_fraction,energy_balance_residual,mean_abs_energy_balance_residual_kW,calibration_data_source,train_period,validation_period,hydraulic_identifiability,thermal_parameter_identifiability,parameter_bound_flags,note
sonderborg,1.7477205716896989,True,False,0.0,imposed Dirichlet boundary consistency; not an independent calibration target,1.6129343686224253,1.1063703495284614,-0.33521095144529967,1.0845763424218275,0.8585877987573937,0.8585877987573937,consumer heat-load boundary closure; not independent predictive validation,0.015147208241970926,1090.6168430703565,1090.6168430703565,sonderborg,first 537 of 768 samples; 535 scored after trajectory-start exclusion,first 537 of 768 samples used for calibration fit; trajectory starts excluded from scored fit; held-out period available for downstream validation,weak without measured pressure/flow,limited; one or more effective parameters reached a search bound,heat_loss_U_W_m2K=lower_bound; effective_velocity_factor=upper_bound,"Hydraulic parameters are weakly identifiable without measured pressure/flow data. The flow trajectory is therefore treated as a heat-load-derived proxy, not a measured truth; friction_factor is kept near a literature/default value unless pressure or flow data are supplied."
