assumed_length_km,nodes,mean_outlet_supply_C,mean_source_return_C,mean_heat_loss_kW,thermal_delay_h,mean_pressure_drop_m,mean_flow_proxy_m3_s,mean_abs_energy_residual_percent,evidence_class,interpretation,mean_outlet_supply_C_change_vs_20km_percent,mean_heat_loss_kW_change_vs_20km_percent,thermal_delay_h_change_vs_20km_percent,mean_pressure_drop_m_change_vs_20km_percent
10.0,11,80.7314890841495,41.8856606298715,212.31534791051735,1.7534660356295337,43.41525742674825,0.44791182004017127,1.1523808717231538,structural_sensitivity_C/S,Assumed-geometry sensitivity only; no case is asserted to reproduce a utility topology.,0.1496090271881668,-49.86043639634821,-50.21698985473705,-49.568757463964076
20.0,21,80.61088791892625,41.62616657999028,423.4487351921306,3.5222177817553746,86.08801854470596,0.4459679736248608,1.5052052054205778,structural_sensitivity_C/S,Assumed-geometry sensitivity only; no case is asserted to reproduce a utility topology.,0.0,0.0,0.0,0.0
30.0,31,80.49778170531401,41.4691673537544,633.97025283379,5.2935484169104985,128.64017102168495,0.44510681770008315,1.8498313124519559,structural_sensitivity_C/S,Assumed-geometry sensitivity only; no case is asserted to reproduce a utility topology.,-0.14031133576644955,49.71593965114571,50.290207616643805,49.42865824572491
