epoch,model,train_loss,val_loss,selection_loss,selection_metric,state_mse,real_sensor_mse,thermal_residual,hydraulic_residual,boundary_residual,energy_residual,smoothness,total_loss
1,mw_shoulder_2016_seed_11_Transformer-MSE,0.8035610318183899,0.35639424125353497,0.35639424125353497,normalized_state_mse,0.8035610318183899,0.0,0.0,0.0,0.0,0.0,0.0,0.8035610318183899
2,mw_shoulder_2016_seed_11_Transformer-MSE,0.45916580070148816,0.22151167690753937,0.22151167690753937,normalized_state_mse,0.45916580070148816,0.0,0.0,0.0,0.0,0.0,0.0,0.45916580070148816
3,mw_shoulder_2016_seed_11_Transformer-MSE,0.35738013820214704,0.13355019191900888,0.13355019191900888,normalized_state_mse,0.35738013820214704,0.0,0.0,0.0,0.0,0.0,0.0,0.35738013820214704
4,mw_shoulder_2016_seed_11_Transformer-MSE,0.30858074128627777,0.11423488954703014,0.11423488954703014,normalized_state_mse,0.30858074128627777,0.0,0.0,0.0,0.0,0.0,0.0,0.30858074128627777
5,mw_shoulder_2016_seed_11_Transformer-MSE,0.28358231484889984,0.10662961006164551,0.10662961006164551,normalized_state_mse,0.28358231484889984,0.0,0.0,0.0,0.0,0.0,0.0,0.28358231484889984
6,mw_shoulder_2016_seed_11_Transformer-MSE,0.27661478790369903,0.11053767800331116,0.11053767800331116,normalized_state_mse,0.27661478790369903,0.0,0.0,0.0,0.0,0.0,0.0,0.27661478790369903
7,mw_shoulder_2016_seed_11_Transformer-MSE,0.26508323035456915,0.10194780925909679,0.10194780925909679,normalized_state_mse,0.26508323035456915,0.0,0.0,0.0,0.0,0.0,0.0,0.26508323035456915
8,mw_shoulder_2016_seed_11_Transformer-MSE,0.25792148031971673,0.114748348792394,0.114748348792394,normalized_state_mse,0.25792148031971673,0.0,0.0,0.0,0.0,0.0,0.0,0.25792148031971673
9,mw_shoulder_2016_seed_11_Transformer-MSE,0.25194125961173663,0.09364420672257741,0.09364420672257741,normalized_state_mse,0.25194125961173663,0.0,0.0,0.0,0.0,0.0,0.0,0.25194125961173663
10,mw_shoulder_2016_seed_11_Transformer-MSE,0.24592613225633447,0.10022542377312978,0.10022542377312978,normalized_state_mse,0.24592613225633447,0.0,0.0,0.0,0.0,0.0,0.0,0.24592613225633447
11,mw_shoulder_2016_seed_11_Transformer-MSE,0.2380454039031809,0.09853412459294002,0.09853412459294002,normalized_state_mse,0.2380454039031809,0.0,0.0,0.0,0.0,0.0,0.0,0.2380454039031809
12,mw_shoulder_2016_seed_11_Transformer-MSE,0.23317758197134192,0.0817897729575634,0.0817897729575634,normalized_state_mse,0.23317758197134192,0.0,0.0,0.0,0.0,0.0,0.0,0.23317758197134192
